corpus,speaker_id,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64
LibriTTS-R,5319,6.5086036,-7.0615745,-3.5340357,1.8193247,0.6179641,-5.6034403,-5.330989,-1.5020865,0.7290485,3.7313483,-1.9606904,1.3017924,3.5661104,4.425061,1.162736,-1.4586424,0.8684207,-1.4018898,3.2313192,2.2958806,3.0069842,2.1168697,4.1321645,-3.7815657,0.17236108,-2.2904508,2.4622931,-1.0457462,2.1980739,-3.0183022,-4.2873526,2.6837661,-2.2291021,-3.4966385,-1.2008913,-2.612489,-0.20980054,-2.1261582,-0.78617257,-1.2698177,0.20150706,0.8078461,1.5389986,0.38255355,-0.6350064,1.4974202,1.2625204,-1.5107526,-2.711331,0.75312805,-1.0728172,1.2032938,-0.34443668,-0.52323765,-1.2713817,-0.1342356,0.27835014,-0.17902137,0.22917926,-1.6139024,-1.2062358,2.2128456,0.23324272,-0.35650876
LibriTTS-R,5322,5.6733513,-8.154409,-2.2083843,-2.8145502,-2.308865,4.162738,-0.014789224,0.6887537,1.826643,3.5640492,1.8992709,4.2115693,3.5544894,3.9745862,3.3117814,0.52142566,-0.9396582,-2.4368455,-0.02892613,-3.7103684,2.7167299,1.2110837,0.38626796,0.12768324,2.291202,0.0052471934,2.8959107,-1.1473312,0.91355413,-2.833586,0.74359536,1.504949,-0.13494481,0.91621566,-0.028607855,-2.7173107,1.199108,0.9375367,2.4531093,0.8755507,-1.4359237,0.7121101,0.37213072,2.8793867,1.2734993,0.88124347,2.7462976,-1.4022086,-2.4478374,-1.3436882,1.8737285,1.53495,1.9041351,0.8210711,-2.5816486,-0.731653,3.8867135,0.0435326,-1.8311151,2.4905381,0.59635884,-0.82847416,2.0270975,0.9867116
LibriTTS-R,5333,7.5999703,-3.5779645,3.154282,-2.247504,2.4147305,1.8720284,2.8719819,-5.5037766,-0.7674419,0.346924,-4.672894,1.442607,-5.7157516,-4.562105,2.0535648,3.8732095,-2.0018177,0.17306793,-0.807686,-3.2046568,-4.1118236,-0.9867817,4.1128654,-1.0268809,-1.4034066,-2.5946155,1.8980635,-1.5835934,-0.0689302,1.388982,-0.81472164,1.6928426,-1.1741333,0.6379997,-1.6949084,0.082386374,2.2174916,0.093299516,2.2884216,2.2153387,1.5524604,2.0255897,3.0710711,2.7023277,1.1926452,0.45679927,-0.56642646,-0.34513456,0.97605836,-0.582066,1.3940777,0.10823618,-2.6006286,-0.882416,1.3862803,-3.0998893,-0.13381013,-0.75151837,0.19183661,1.0152152,-0.71368575,-2.0692568,0.7693153,-0.107019156
LibriTTS-R,5337,8.04076,7.233772,0.2707573,-0.088029094,4.3273425,-3.0301096,2.080586,-3.703654,2.830346,-0.28131938,5.73593,-0.32807723,0.4594946,-0.57919383,-3.8225498,-5.450672,0.34452227,-3.0440934,-4.7509685,0.57913196,-0.8187124,5.5304127,2.8992712,-1.8467354,-2.5297906,-1.8978288,1.6609623,-3.4331272,0.39237034,-2.354074,1.0822693,-0.6758973,-1.4415163,0.276592,2.2007782,3.4522936,1.8212874,-0.26626965,-1.8308498,-1.976436,-2.3138819,2.2261438,1.6707411,-0.71398383,0.3843552,3.266745,-0.11489907,-2.0564325,-1.1792339,0.33914807,-0.036190737,-1.6292921,-1.3586066,1.1618748,1.7683634,-0.3148522,-4.199488,0.3395082,0.65080917,0.56323016,1.4238158,0.98336583,0.026033582,2.3564246
LibriTTS-R,5339,7.9914117,8.419988,-1.8296491,7.2451987,-4.0509815,-0.57392836,-0.082542315,4.197021,0.945631,0.84938765,6.3096895,-0.20925955,-1.5476155,3.133512,2.9485667,3.3620427,-1.478113,-5.289051,-0.72658664,3.055926,1.2601101,0.6486129,2.8895402,1.0070411,0.37398872,-0.5070596,-1.3696485,1.0265113,2.5801136,4.535713,3.3428426,0.073496595,1.3883182,3.484537,1.6457689,2.174307,-2.4072163,-0.5151547,-0.048577774,-2.152107,0.24874404,2.2278361,-0.8984539,1.9196467,0.17341638,0.6016072,1.7107638,0.5085394,-2.7513616,-0.75308985,-2.7939699,-0.5014889,2.20775,2.7747092,-0.6949074,-1.3774769,-0.5166919,-1.4898845,-0.37262517,0.6488786,-1.0732245,-1.9319628,1.3118331,0.31550488
LibriTTS-R,5386,6.593669,-10.177864,-6.2956233,1.0583713,0.9738421,0.37932032,-0.5353572,0.6449246,0.4069479,2.63487,-0.3270038,3.262885,-0.0065791523,9.594658,-1.2310764,-3.172773,-1.3760084,-2.8671858,3.4438574,-0.7060855,4.087836,-1.0347955,1.3580571,1.205799,2.5494947,-0.35009986,1.9003059,0.75615335,-0.39596966,-1.8582331,-0.088094056,3.0291917,-4.0564566,1.825788,-1.3232827,-3.2908416,-1.5260106,-1.7275171,-0.8295458,0.38451755,0.5051272,0.97821,0.32964468,-2.8450615,0.54413164,0.97578204,1.0157542,-1.5023814,-2.0560706,-0.9197927,-2.1852012,0.8482429,-0.58046323,0.46749967,-0.32063526,1.3798686,1.4763689,0.52242017,-0.980576,0.25172532,-0.116473936,-1.6740053,-0.8136034,0.9276976
LibriTTS-R,5389,6.4537897,-10.084101,-2.9154375,3.4224305,-3.5848782,1.7733628,1.9111874,0.39653406,-1.2092165,-2.7379441,0.9203868,1.4939432,-0.5273862,4.2356863,-0.13222279,-6.03397,-0.23633547,-2.5787234,-1.4604883,1.9068877,0.7547828,0.16787675,-3.3272588,-1.2935544,-0.109683104,1.5177988,-0.18778896,-0.8637669,-0.81790364,0.36374667,-0.37732118,-2.038506,-1.5071936,0.22879857,-2.9121475,-1.7769804,-2.7587059,-1.1249332,-1.2671194,-2.4302409,-0.32124856,2.1059964,-2.6212091,-0.8811758,3.8242285,-0.10389246,-1.5891819,-1.6198438,-2.3987231,-1.6682571,-0.84401315,-0.39204594,-1.4084564,-0.21605337,-2.3893056,-0.5824324,0.43882006,-2.8742743,1.9067785,-0.5274827,-0.8583624,0.7251117,0.71262425,-0.39305297
LibriTTS-R,5390,4.3857946,-5.951894,0.14026628,-0.4025029,-4.43977,2.7169929,1.1902372,-2.912562,0.5393541,-10.121743,2.8817246,1.1492147,-0.0034456332,-3.141145,-1.1388935,-2.709945,-1.6287476,1.6516558,-3.9073365,-4.566013,0.5920909,1.3794745,-3.0072267,-0.62140214,-2.81366,1.8008485,0.8954652,0.39079377,0.3685793,-0.50604224,-0.95962566,-0.16978437,0.5424104,2.2742703,1.7615379,-3.2546766,-1.0049733,-0.22571084,2.7752924,-1.4270545,0.34475732,1.0176173,-1.3037235,-0.7972169,-0.3245252,0.13133176,1.6821744,0.3075426,-1.0861393,-2.567931,-0.48153517,-0.93013597,0.009292533,2.15938,-1.621104,0.25716028,-1.5307387,0.6163237,0.09537737,-1.4206562,1.160858,0.93983823,0.44768342,-0.9126323
LibriTTS-R,5393,4.3349605,7.2054987,-1.2884432,0.36374667,-2.223381,0.3646392,2.3433642,3.8120801,0.28365818,4.511493,3.719705,-2.3664482,-3.7224293,1.8048986,0.036281683,-0.5094401,2.5222242,4.6704526,2.2343082,-0.2690069,0.86375153,2.9169598,0.1636662,2.4803004,-2.0082514,0.31473374,0.29018456,4.430593,1.5525,-1.5227213,3.5331166,0.20269085,2.0692372,2.9776256,-0.7712708,-1.1052707,-1.7308745,-0.011509554,-1.2698667,0.093074866,0.235879,5.550202,-0.57522327,-0.4776057,1.3460339,2.589534,1.7841687,3.5628898,-0.76650476,-0.094999686,-1.4154234,-1.1010365,1.2095242,-0.634759,-2.642075,-1.0779712,-1.0130618,1.3222036,1.3539827,-0.1747178,-0.014651384,0.4671891,0.057362184,0.94597054
LibriTTS-R,5400,7.5477667,5.1562715,1.9813458,1.142547,0.17683017,-1.0004185,-5.8195724,1.5270811,-4.1114073,-0.42436203,0.8718939,0.16557473,4.5625014,0.9249802,-0.08618034,0.9559581,-1.770558,-0.5201467,2.2314816,-0.20965235,3.0887585,0.12613094,1.6956989,0.073488325,-1.824017,4.040682,0.48891807,0.8884052,-5.739446,-1.839706,-0.5248315,2.5564518,3.0195336,4.40806,1.3761462,-1.039591,1.3638312,-0.30503157,1.681752,1.1886516,-0.33883917,1.507978,-1.5300379,-0.3794543,-0.38263926,-1.307188,0.095591635,3.510254,-1.0991542,1.36214,1.1447479,-0.20609581,-0.13160387,0.9580569,-0.016346486,-0.98690003,-0.3591589,0.63516337,-1.224697,-0.7496544,-1.9722538,-0.08622635,0.51936007,-1.9894009
LibriTTS-R,5401,5.599876,-11.102465,-0.6475583,6.289916,2.0418167,1.2452084,1.4101797,-2.0233905,-2.3637342,1.0260476,0.44985986,-1.9981968,-0.4484519,-0.3596,-0.80977917,-4.9820194,-0.04789088,1.0790316,-2.5321057,1.0889823,-1.9266653,-2.1876154,-3.669561,0.62853694,-1.0556009,3.6995187,-2.2478669,0.10596506,-0.6288718,-0.76117885,0.36617672,0.34010422,1.1516505,-1.056474,-0.48808438,1.9650854,-2.788898,0.7100233,1.532326,-2.96828,2.6475394,2.2183244,-1.3883198,0.6889571,2.619584,0.034593802,-1.8795147,-1.183892,1.9520692,0.04904504,0.89626324,-0.36075372,0.41455126,-0.38572785,-0.19189312,1.6922995,-0.27483985,-2.450087,-0.5564219,0.27406093,-0.028753793,-2.2715595,-0.52277523,-0.12418727
LibriTTS-R,5448,5.9702806,-8.369177,1.8303846,-3.0027962,-8.921324,-1.4726571,-0.256719,-0.64652735,1.1160995,2.7903154,-0.9305083,0.6481765,-1.2694253,-5.884755,1.0282257,2.2508304,1.2827051,0.0931062,-1.7780236,-1.4686962,0.3202134,2.9786315,0.4445163,-1.0461164,-0.07443102,0.7055078,2.4262855,-1.6321119,-1.9621803,1.2330236,-0.11912214,-0.6743416,-0.8952317,-0.19223797,-3.6245666,1.1825372,1.6357106,-0.14639099,2.2001538,1.0236925,-0.42147434,-2.3139255,-0.99366117,0.5446532,1.8065524,-0.18490474,1.1463276,-0.41515216,-1.6961347,1.5071726,0.57896715,0.17291707,-0.48694965,-0.7839276,0.59886825,-2.4863174,-1.9189515,-0.2864104,-1.2603885,2.9960408,0.029441386,1.3066775,1.7117182,0.5430821
LibriTTS-R,5456,5.2632227,-10.210428,-3.4389548,3.6126096,7.8394046,-1.3842607,-2.6198537,-0.5223782,-1.605461,1.0709157,-0.5405804,3.0477557,-4.2225246,5.5803003,1.8814164,-0.9197573,1.3441592,0.19077447,0.4626306,7.4316745,1.6846725,-0.72644305,-1.2149633,-1.2011377,0.24682602,3.1788511,-0.17367247,-2.11506,-4.289294,2.747028,0.8438521,-0.09566804,-0.1576077,-0.84506124,-3.3691344,0.12817337,1.5582383,-3.3046536,2.609538,-1.5828308,-3.7525682,0.94423693,0.36207354,-1.9498639,0.048573747,-1.0651869,2.0302608,3.2652843,0.25127274,3.0293243,-1.2343855,-0.7707622,-0.8796817,2.1570256,1.2016363,-0.5371993,1.896991,-0.95421576,1.1213923,0.28867018,0.6677425,-0.14788747,-0.021568555,-1.3130867
LibriTTS-R,5463,6.868267,-4.1492476,1.4677839,-2.3860414,6.461437,2.5945215,-0.8329472,1.9899724,2.026696,-3.0121508,1.7287152,1.820728,-1.5981399,-2.7070477,2.619816,2.826456,-1.9893328,6.91036,-1.9412436,1.77845,-0.40607518,-1.1080328,-1.0138804,-0.30619216,-4.431082,2.206985,-0.20964666,-3.4819212,2.6359873,2.0167146,-1.5553365,-0.12114103,1.2869179,0.86187285,1.2528918,-1.6428931,1.6726909,-1.4850127,-0.6674851,2.4248664,2.0293179,-1.019272,-1.6177474,2.3136432,0.04195539,-0.38124207,2.318164,-1.2968241,-1.3810884,-0.8661837,-0.61207193,-0.99257994,-2.3896651,-1.559487,-0.08298169,0.51687473,0.7872868,1.5162106,-0.13587855,-0.9691786,-0.91590977,-1.7482772,-1.0696658,1.6694295
LibriTTS-R,5489,6.49238,2.272803,-0.9108683,-3.4894235,2.8824267,-2.3466592,0.83358777,0.4652433,2.6371014,1.4978564,-2.3114877,1.0722336,2.666908,-1.7888287,8.132892,0.7485325,-3.3051043,0.3401148,1.7022173,-1.2942598,-5.856116,0.08281128,-0.04797644,-3.1736276,0.8965546,-5.3372226,2.125896,-1.7441074,2.9093838,2.817296,-0.44781476,-0.9934229,-0.46963158,2.7506936,2.3603442,-2.924985,1.2627476,2.6493087,1.8133131,-0.57045555,1.2874622,-1.4959012,0.45710635,3.2272115,-0.45905802,-2.426089,1.0270052,0.87087137,-2.9079795,-0.5334955,1.9815612,0.8599371,-0.37222418,-0.31052068,0.67326546,1.0766159,2.0581768,1.6677493,-0.5497785,-0.6063713,-1.2409073,-0.968183,0.23797715,-0.2154146
LibriTTS-R,5513,9.2807255,-7.539908,-0.3386547,-3.0218697,-0.086204655,5.9437084,0.18155247,0.3079683,-0.14142483,-0.7233871,5.105719,-0.3523103,3.3003843,-6.3693347,-3.6193645,-1.0663737,-1.811109,1.2337625,0.42355734,-1.9103049,0.22128037,-1.1124432,-3.708284,-1.7139997,-0.20055707,-0.01571801,1.4697258,-2.4343865,1.0108715,1.7525023,2.875039,-1.7716528,0.80527127,0.89121056,-1.538311,0.39310816,0.041958205,-1.0758479,-1.0576358,1.3643003,-0.48604226,0.9824254,-1.4357549,-1.9772516,2.5706682,-0.055538107,0.42336595,1.1259893,0.62928265,1.5839839,-1.5463129,-1.4348607,-1.1944873,1.172826,-1.0862298,1.1834753,-1.7098908,-0.4835664,-0.07432657,-0.48394394,1.0075221,0.7812151,-0.53016096,-0.18126233
LibriTTS-R,5514,8.870265,7.3699474,4.179202,-0.24494761,-1.6574694,0.44748405,4.8244314,0.4317997,-1.9498338,-0.5734007,-5.6857886,2.1519775,2.69026,-0.001386835,1.0792866,-3.6497428,-0.21115378,5.4078445,3.0600612,-0.540961,-2.0252473,-2.8832383,2.4640014,-3.8004282,2.1202145,-2.6731915,-0.46508572,1.9321462,0.3830201,-2.3434544,-1.6532402,3.1101046,-0.5790019,-3.4565866,1.426215,0.13209131,1.8271875,1.0656577,0.7663836,-2.1898162,-0.36413562,-0.5081033,-1.4321904,0.21881312,-1.6300774,0.87180966,-0.40860754,0.50097466,-0.33108687,0.5196248,-1.5398446,-0.057076048,-0.92583823,-0.5361865,0.17503503,-0.8194832,-1.151919,0.041018587,-0.94701564,1.4394385,-1.4042329,-1.222378,-0.78437436,0.7351111
LibriTTS-R,5519,4.495586,-5.7420197,-1.1101087,1.0531696,-3.6108134,-5.674182,-3.4173818,-3.5125675,5.758667,-4.657426,0.287775,-2.0962136,0.22615673,0.7393029,1.0099007,-0.13879722,3.5134456,-1.6735317,2.0246165,2.9158444,-1.2729613,1.9720819,-2.108948,-4.6588845,-3.61107,-1.0227064,0.034586307,1.3721211,0.63140726,3.8304272,3.3100886,-1.649265,1.3400208,0.9810122,1.5833583,-2.9038537,-3.0599241,0.8804567,-2.8849692,6.8288364,0.13142778,1.7758111,3.669989,-1.4408371,-0.50267875,-1.1266848,2.3392067,-2.1802173,1.9243497,-1.9886118,-0.25725222,3.0124192,-0.96135944,0.7433801,-2.1963868,-0.80229676,1.6634158,-0.9731857,-0.28249624,-0.792746,1.1775166,1.9223555,-3.4592607,1.4421452
LibriTTS-R,5538,6.4986773,8.410243,0.51645505,3.0334482,-2.2948856,2.751554,0.9784558,-0.4497372,-3.5538814,-0.068303436,3.4208937,-1.4329295,0.41525474,-0.27501765,-0.23807903,4.402197,1.8625473,-0.2364489,-0.54185754,-3.5550952,0.009094072,2.410257,-0.1296161,-0.47482157,1.9498506,-0.17375877,-1.4017566,-0.5640337,0.73997563,0.98589635,0.8298847,1.4072617,-2.011601,-1.2144331,-1.352824,-0.68336344,-1.7210631,0.34723175,0.96795255,-1.0323741,0.28419775,1.0577796,0.17343637,0.06295829,0.15499495,-0.32782134,0.21655893,1.1265703,1.3655586,0.30407053,0.23071772,-0.6187101,0.35404038,-0.7584491,0.9747567,-1.1763664,-0.10399067,0.44026655,-1.4090408,-0.4521349,0.5562118,1.3298374,-0.94583714,1.1025312
LibriTTS-R,5561,8.14004,3.6999476,3.2325964,1.2920369,-0.9100391,3.4841137,-1.5527762,0.3781802,-1.2003601,-4.830954,0.10601364,-3.0581796,3.9789085,-0.08342499,6.249518,1.0979772,-0.9588451,-7.6474667,0.27914762,-2.81719,-1.4359369,0.5656646,1.7492349,-4.518893,0.8088328,-0.7684208,0.9218922,-0.5826442,1.6898016,0.7015486,0.7479601,-1.8248559,1.8524015,-0.2509525,-2.1492484,0.18226224,-1.6610292,2.4020343,1.4094448,-0.7573868,-1.361469,0.74071974,-1.370839,1.1375754,-1.3335656,-1.1439615,-0.5815012,0.49305284,-0.7590155,0.6755099,1.1614455,-0.3489676,0.8094369,1.5944579,-1.7099636,-0.83737504,0.32478076,0.4062133,0.8198398,-1.113518,0.26379937,-0.3809746,-0.5272358,0.053752188
LibriTTS-R,5570,9.521518,7.88776,1.9993373,-0.90360886,-3.5044239,1.2752835,-4.697014,-2.2290242,-4.0727506,1.0115858,0.10550117,4.36418,3.4809802,2.3591242,-0.13161704,-0.5378512,1.2278663,-3.2107236,-1.5105139,-2.1067448,0.58624166,-1.2533046,0.35446757,-2.259084,-1.8662935,1.9592805,-0.98310876,1.3951106,-0.84404486,-3.2823029,1.7681075,0.3524656,0.32666585,0.9750084,-2.122649,2.1767101,0.9015587,-0.5984756,-0.70348877,0.030933479,-2.224702,-1.7174319,-0.18977082,0.47314343,-1.6189572,-1.9942523,-1.37388,1.6786352,-0.6538551,-1.4675974,-1.1660328,0.6104098,1.6471114,0.31321216,1.6589499,-2.139303,-1.0391451,-1.235974,-0.114433825,1.2289386,-0.69289035,-0.98506105,-1.1117196,-0.094025426
LibriTTS-R,5583,6.73557,7.8923326,-1.5265689,0.44283348,2.4651978,-0.91982996,2.8995416,-1.2536844,3.9760122,-2.6519787,4.802893,0.35348424,0.3998481,2.3250656,-2.1520422,-4.021357,-1.1842744,-0.60997736,1.032733,6.2540507,-1.9639508,3.2962449,-0.8945279,2.8074698,0.38275772,-2.3254423,-0.6599824,-3.1885464,3.50458,-0.89951843,-1.1680247,-0.62585413,0.70742494,0.7943581,2.5198197,2.9189174,2.883493,0.90852803,2.0384946,0.33864236,-1.1381537,-0.39193994,-0.28858793,-2.6970582,3.6822348,2.4827547,-0.5888189,-1.1930712,-0.47407427,-0.58036906,-0.41326296,-0.8602045,-0.66142267,0.2697815,0.98823714,-1.7645235,-2.2632759,0.20744894,-1.8774225,-1.437466,0.7990422,0.7709287,0.5407614,-0.07562893
LibriTTS-R,5588,7.7317796,5.4510083,1.5015857,3.412372,2.3340075,-2.7852876,-3.8610747,7.6458054,2.3346827,-6.11493,-0.14260921,0.18879251,-2.0839336,0.10066098,-3.5270345,1.2360865,-2.9823966,-1.4928244,2.075865,1.9782012,-2.770269,2.1025767,-2.6602285,3.3656163,-0.92870367,-0.26620677,-0.94271934,0.9901137,-3.64449,0.2865108,-1.0500175,-0.8473203,-0.017890923,-0.5726557,-1.0865057,-0.7733537,0.20457584,0.31855467,-2.3076303,-0.31548885,3.1542122,0.13781556,1.6846089,-1.6315987,-0.26683667,1.7387533,0.72010744,0.19014597,-0.2908216,0.75306034,-2.0539198,-0.7672569,1.2274469,1.0375013,-0.7194947,-1.7143873,-0.78470576,0.40707347,0.67673224,1.9343015,-0.99466,0.9336809,-0.49526012,-1.5528018
LibriTTS-R,5604,8.014509,8.891483,-4.0622406,-2.214885,-2.364833,-0.40062934,2.9670706,-7.5734186,1.611175,2.4535666,2.780603,-1.4218906,-4.6443563,2.521022,-1.4820683,1.2652804,0.21235496,1.9611995,3.9269836,0.3992094,-0.7609218,5.1092467,2.8044693,0.4680822,1.9145962,3.0542974,-1.2709163,-0.05201586,-0.3578765,-0.49045298,1.9816985,-2.8370395,-0.33310688,-0.3716632,0.06456393,0.8489966,-3.3992584,0.7295615,-1.3068432,-0.07245447,-0.79437846,1.0064504,1.2975138,-0.9774436,1.4349457,1.7113708,2.7349687,0.83759016,-0.58778423,1.0376213,0.021296322,-0.17522438,1.4268757,2.580405,1.1673485,1.7323353,-1.4854969,-0.60711515,-0.9096335,-0.67436063,0.18998197,-1.2570729,-1.2566153,-0.6018859
LibriTTS-R,5606,6.579732,6.570055,0.45028862,-0.8687388,-3.128012,-1.0858794,-3.7020867,-1.7600542,-0.79863316,3.1024938,2.5453963,2.547197,-3.9385116,1.0075642,1.2802798,-2.79225,0.1540426,-0.053128157,1.4500561,-2.2669094,-0.44262278,-3.8036273,0.32310578,-0.8528578,-1.7360532,-3.0394623,-3.1627142,1.4453406,0.3975099,0.8190632,1.2609074,-3.1368525,-1.2027177,-2.677309,-1.4003714,-0.4751081,-0.9414311,0.597035,-0.4790269,-0.044680547,1.5798572,-0.098960094,0.1293366,1.2730263,0.8641126,0.33200204,-2.154366,0.39628905,3.315493,0.19142854,0.85652167,-1.5407658,1.2314708,1.0071362,1.0269636,0.1513885,0.06621219,1.5433794,2.4380915,0.7315855,-0.32795396,-0.36271515,0.093452245,2.161568
LibriTTS-R,5618,7.3663187,6.14629,3.0853872,7.0486107,2.0324414,1.3783207,0.16478693,9.565178,-1.81702,-0.23519011,0.44536743,-3.3564134,-5.795333,2.07236,-2.6208603,2.4240303,2.870712,-1.085652,-1.5636683,2.0927303,-0.296948,2.3896406,1.061212,2.0050476,1.1648487,-2.3494635,-1.0345116,-1.513058,-0.82685137,3.316965,1.4289145,-0.64066905,0.30394742,-1.548297,-2.0145128,0.91510785,0.60649693,-0.3834018,-0.3163751,-1.3774008,-0.8543747,0.57909584,0.40125045,0.01560978,-0.38261962,1.469317,0.28248894,-1.2521769,-0.6086034,-0.9147037,-2.3820734,1.1242467,-1.8972516,-0.17184494,-1.0170041,-1.9446244,-0.8409062,-1.151674,-1.060462,-1.4567314,1.4628711,0.9773594,1.5879989,1.0503821
LibriTTS-R,5622,4.0887065,5.299286,-3.231155,-5.8699746,1.6357908,-1.3351934,-2.2919621,-2.9754357,4.9921684,-2.205301,1.759031,1.3394428,0.23415329,1.0741962,0.936013,-2.299674,1.2667047,-4.6400967,1.1151572,2.2102046,3.10619,4.5417094,-2.577367,0.28291136,1.4440147,-0.6915413,-1.8702182,-1.0378587,2.8435287,-4.358329,0.8871415,3.1652725,4.1161213,0.6567844,1.1649253,1.1560266,2.1022804,-1.7506982,1.5293299,-1.3318713,1.3710325,0.062808774,1.598492,-0.4734089,2.077937,3.1011233,-2.416605,1.7340326,-1.3297002,-2.456029,1.4032446,-0.3472929,2.416029,2.0232322,3.704592,0.6014799,-0.95589846,-0.8443376,0.6335851,-1.502484,-0.5763036,2.9250124,0.12645483,-0.20094624
LibriTTS-R,5635,7.2062864,-1.1799791,-2.213186,-6.398786,-0.09671833,7.95179,-2.1395512,-6.9869533,-3.4694064,-3.8647933,2.4408708,-2.7287745,-4.51498,3.5140676,3.119717,0.25829655,2.6585128,-0.477845,1.2461817,-0.22715917,6.1202464,-1.5242156,0.1288573,-2.6029043,1.2904993,-2.3721836,-0.5145457,1.1666062,0.89125824,3.092436,-4.493279,-1.059789,0.24697724,-2.155422,-0.38584575,0.44970757,0.079700574,1.8130972,-2.9749749,-1.1569483,2.8478808,0.16618928,0.60788876,-0.8260118,-4.8634634,-4.2726207,2.667619,-0.13339563,0.03996895,-0.8194737,1.2048606,-1.2128518,1.7487625,3.5490458,0.16113351,0.47631183,1.7151031,1.1364597,1.2414731,0.60877913,1.0701984,-1.2827481,0.23010583,0.39977127
LibriTTS-R,5652,6.0352354,4.3483105,0.85764915,-3.6733572,3.4055252,-2.9716222,-0.9763676,0.29808757,3.4654653,2.9889684,-0.36069256,0.019432407,-0.03264837,-1.1984804,0.9238041,-5.9559298,-0.9453589,-2.682054,-4.151144,3.4399085,5.20104,1.0508705,1.6241114,3.034691,-2.1968105,-1.8112515,-0.20149985,-3.589343,1.1946326,-0.62452877,1.6198937,-3.6002822,3.6183841,1.5139232,-0.6885372,1.0199509,3.0336366,-1.3201141,1.7042613,-0.121888384,1.3041381,-0.63543355,1.8412613,-0.056433383,1.5687174,0.9539085,-2.3109946,1.9450791,0.692183,-2.7093625,0.6117815,-0.12506212,0.08030603,-1.6654515,0.3744114,1.41577,-0.6820099,1.8044808,0.7063441,0.05601036,0.64432484,-0.360475,0.72002816,1.4479773
LibriTTS-R,5655,7.588864,7.8327827,-0.6993413,6.2145185,-2.5077329,2.0127347,5.27404,-1.1922073,0.9234089,2.143729,0.27101454,-0.63808405,0.80343133,2.1040285,2.1398132,-0.09938817,1.2929729,-4.1479373,-1.5265766,-1.6849645,2.273244,0.019982085,0.5090949,0.35011372,0.34981158,-0.13630192,0.7293452,-3.4677901,3.4741328,2.8033404,0.6994449,-1.5183007,2.021484,1.5406806,0.72990113,1.854029,2.0110145,-1.3462642,0.92892575,-1.1186062,0.19706304,-3.0959241,0.43399876,1.3260891,0.94071585,-1.1119015,-0.5307657,-0.8601932,-0.8734251,0.37932673,-1.0487003,-0.3169621,-2.2766063,1.1042019,-1.5671067,2.3637543,0.49916595,0.19921547,-0.39779058,0.32025898,2.3368485,-0.53830427,-2.2476149,-1.1378455
LibriTTS-R,5656,5.9639926,-8.310179,-0.40445587,6.23581,-2.1426015,-2.1176221,-5.2587876,-4.4847264,-1.4361174,5.5535407,-6.1762686,0.7361499,-3.6985826,-2.2782056,0.35421816,0.40056938,1.9193025,1.7864181,-0.5485623,0.51844335,-3.1109445,-1.6723628,-1.8402131,0.19270483,0.67398834,-2.261907,-1.7427778,-3.3917117,0.49237734,0.12908953,-0.31194174,2.4155033,0.52528363,0.050972432,-0.79729074,1.6810365,2.3391702,1.2804767,2.0730724,-0.19654608,-0.051592875,2.343922,-0.6776639,-1.0107188,-1.2442899,-1.3644867,-2.4882116,1.4409643,0.51549923,-1.6606311,0.30434775,0.38971668,1.1475784,-0.27158588,-1.6211435,1.9481126,-0.4767283,0.29469687,-0.6270821,0.30664447,0.377507,-1.2910469,0.6512931,-1.0899863
LibriTTS-R,5660,10.403076,6.338068,1.9887899,-4.5703745,-2.0358207,-1.8902371,-5.147888,3.0698981,3.6331935,0.206888,-0.53266096,3.1433372,0.12728094,-4.2840805,1.3943934,-3.345329,-2.0179982,-1.2543964,-0.6297842,2.8848534,1.4914058,-3.447489,2.6339364,1.718686,-0.3458083,0.45287323,-0.43807092,2.1236625,-4.6381116,-2.0188851,2.209264,-0.37728447,-1.8765496,0.35858393,-1.1275451,-0.706909,1.6272135,-0.58567953,-0.3459958,-2.0795298,2.3074708,0.68779165,-0.35763714,0.20621254,0.471563,-2.3278818,0.7653042,0.96520346,2.1210303,0.04919866,-0.9579034,0.33514145,1.2418922,-1.0896646,0.93581235,0.6083369,-0.57619095,2.0163665,-0.040704954,-0.29537746,-0.18034744,0.103782065,-0.7743342,-0.40909603
LibriTTS-R,5672,5.5204716,-8.561971,3.433934,1.4427563,-9.179781,-1.2772926,0.84843886,1.5765206,0.98915714,-0.10824606,-1.472811,-0.59963727,-1.5048965,-5.4274735,-1.996576,-0.5481686,-2.365128,6.3017344,-1.76867,-2.2213113,-0.8064348,0.68217015,-0.45971364,0.7043803,1.4040147,2.302482,-0.47977903,-1.8589294,0.98238957,2.2059855,-0.030543871,1.5942572,1.3893558,3.9890518,0.030714102,1.60594,-0.36057073,0.05658254,0.9405984,1.3626542,1.0713712,-0.13276298,-0.23203476,-1.4149427,0.3041379,-2.3177953,0.8642179,-2.23932,-0.81288457,-0.256563,2.0149586,0.37474144,1.8854916,-2.327042,0.90735865,1.0102601,0.74251217,0.62660223,0.77989006,2.503736,-2.592848,-0.969181,1.4569262,-2.421919
